OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y,temperature,wind_speed,water_flow,cloud_cover,estimated_output
2905,S0208,Golden Springs Building C1,0,Thrifty Oil,Los Angeles,1.3,C1,SUN,2/10/2012 0:00,0.0,-118.0543311,33.91307955,9.99,4.63,0.0,0,0.24048699999999998
2906,S0209,Golden Springs Building D1,0,Thrifty Oil,Los Angeles,1.25,D1,SUN,8/1/2012 0:00,0.0,-118.0523534,33.9123339,9.99,4.63,0.0,0,0.23123749999999998
2907,S0366,Staples - La Mirada,0,EDP Renewables North America LLC,Los Angeles,1.0,1,SUN,3/19/2010 0:00,0.0,-118.0179651,33.88169493,9.99,4.63,0.0,0,0.18499
2908,S0438,Golden Springs Building H,0,Thrifty Oil,Los Angeles,1.5,1,SUN,3/12/2015 0:00,0.0,-118.0456985,33.9107501,9.99,4.63,0.0,0,0.27748500000000004
2909,S0439,Golden Springs Building M,0,Thrifty Oil,Los Angeles,1.75,1,SUN,3/10/2016 0:00,0.0,-118.0440454,33.91075881,9.75,4.63,0.0,0,0.3233125
2910,S0575,Golden Springs Building G,0,Thrifty Oil,Los Angeles,1.25,Unit 1,SUN,12/31/2016 0:00,0.0,-118.048997,33.91404506,9.99,4.63,0.0,0,0.23123749999999998
2911,S0576,Golden Springs Building F,0,Thrifty Oil,Los Angeles,1.3,Unit 1,SUN,12/31/2016 0:00,0.0,-118.0414705,33.91249366,9.75,4.63,0.0,0,0.240175
2912,S0577,Golden Springs Building L,0,Thrifty Oil,Los Angeles,1.0,Unit 1,SUN,12/31/2016 0:00,0.0,-118.0497307,33.91245518,9.99,4.63,0.0,0,0.18499
2913,S0578,Freeway Springs,0,Golden Solar LLC (Dulles),Los Angeles,2.0,Unit 1,SUN,10/31/2016 0:00,0.0,-118.0498838,33.91085672,9.99,4.63,0.0,0,0.36998
2919,H0539,Valley View,0,Metropolitan Water District,Orange,4.1,1,WAT,8/1/1985 0:00,0.0,-117.8293061,33.90001403,8.34,2.06,0.0,0,0.0
2920,H0577,Yorba Linda,0,Metropolitan Water District,Orange,5.09,1,WAT,8/1/1981 0:00,0.0,-117.8194234,33.91133787,7.6,2.06,0.0,0,0.0
2928,H0114,Corona,0,Metropolitan Water District,Riverside,2.85,1,WAT,5/1/1983 0:00,0.0,-117.6107891,33.8590957,7.57,2.68,0.0,40,0.0
2929,S0379,SCE - Corona,0,EDP Renewables North America LLC,Riverside,0.99,1,SUN,4/15/2013 0:00,0.0,-117.5881347,33.8920953,8.5,2.68,0.0,40,0.108999
2931,H0282,Lake Mathews,0,Metropolitan Water District,Riverside,4.9,1,WAT,5/1/1980 0:00,0.0,-117.4536628,33.85521415,7.21,2.57,0.0,0,0.0
2932,H0509,Temescal,0,Metropolitan Water District,Riverside,2.85,1,WAT,4/1/1983 0:00,0.0,-117.4970518,33.83422974,7.8,2.57,0.0,40,0.0
2933,S0133,Temescal Canyon RV  LLC,0,Temescal Canyon RV LLC,Riverside,1.5,1,SUN,5/17/2011 0:00,0.0,-117.5115581,33.82780482,8.35,2.57,0.0,40,0.165015
2937,S0202,SPVP044 Perris (Valley),0,Southern California Edison (SCE),Riverside,10.15,1,SUN,9/14/2012 0:00,0.0,-117.2229409,33.83892591,6.63,1.54,0.0,40,1.1061267000000001
2938,S0364,Walgreens - Moreno Valley,0,EDP Renewables North America LLC,Riverside,1.0,1,SUN,9/26/2007 0:00,0.0,-117.2212261,33.86600227,6.58,1.54,0.0,40,0.10894799999999999
2939,S0441,Park Meridian,0,Altus Power,Riverside,1.49,PM,SUN,3/26/2015 0:00,0.0,-117.2836559,33.89646612,6.41,1.79,0.0,40,0.16218054
2940,H0382,Perris,0,Metropolitan Water District,Riverside,7.94,1,WAT,2/1/1983 0:00,0.0,-117.1831802,33.83605128,6.6,1.54,0.0,40,0.0
2941,S0416,Tahquitz High School,0,S-Power (Sustainable Power Group),Riverside,1.0,1,SUN,9/1/2012 0:00,0.0,-117.0195006,33.76879451,7.01,3.13,0.0,92,0.014560799999999994
2942,W0401,Robertsons Ready-Mix,0,Foundation Windpower,Riverside,2.0,WPRS 1,WND,12/1/2012 0:00,0.0,-116.8146258,33.91710577,6.42,3.64,5.57,100,2.0
2943,H0136,Whitewater Hydroelectric Plant,0,Desert Water Agency,Riverside,1.38,WWH1,WAT,3/1/1986 0:00,0.0,-116.640558,33.9347027,8.78,2.62,0.0,20,0.0
2944,W0258,"Cabazon Wind Partners, LLC",0,Not Available,Riverside,40.92,WPRS 1,WND,12/3/1984 0:00,0.0,-116.7105448,33.91506399,7.44,3.59,0.0,99,11.335728354999999
2945,W0260,Mesa Wind Power Corporation,0,Mesa Wind Power Corporation,Riverside,29.9,WPRS 1,WND,11/29/1984 0:00,0.0,-116.6767215,33.9469574,6.28,3.13,0.0,98,7.512752764999999
2948,W0382,Alta Mesa Phase III - In Litigation - No reporting,0,See WPRS for details,Riverside,9.5,WPRS 1,WND,1/1/1997 0:00,0.0,-116.6633024,33.94501141,6.1,2.62,0.0,20,4.40625836
2949,W0402,Nestle Waters,0,Foundation Windpower,Riverside,3.24,WPRS 1,WND,12/1/2012 0:00,0.0,-116.7516719,33.91773892,7.1,3.77,0.51,100,3.24
2950,W0452,Cabazon Wind,0,See WPRS for details,Riverside,38.85,WPRS 1,WND,12/3/1984 0:00,0.0,-116.7183466,33.91487896,7.39,3.59,0.0,99,11.335728354999999
2951,S0250,North Palm Springs 1A,0,Solar Power Inc,Riverside,2.8,1,SUN,4/2/2012 0:00,0.0,-116.5951895,33.92323434,10.17,1.42,0.0,20,0.41478079999999995
2952,S0251,North Palm Springs 4A,0,Solar Power Inc,Riverside,4.9,1,SUN,11/2/2012 0:00,0.0,-116.5623966,33.90929946,11.11,0.26,0.0,20,0.7295512000000001
2953,S0363,Palm Springs SD - Cathedral City HS,0,EDP Renewables North America LLC,Riverside,1.0,1,SUN,8/9/2013 0:00,0.0,-116.4500563,33.80274401,12.03,2.68,0.0,20,0.14962400000000003
2954,S0365,Palm Springs SD - Palm Springs HS,0,EDP Renewables North America LLC,Riverside,1.02,1,SUN,8/28/2013 0:00,0.0,-116.5207936,33.81904287,11.7,1.12,0.0,20,0.15234720000000002
2955,S9401,Garnet Solar Power Generation Station 1,0,Not Available,Riverside,4.0,1,SUN,12/1/2014 0:00,0.0,-116.5440007,33.892945,11.38,0.34,0.0,20,0.596416
2956,S0640,Desert Hot Springs 2,0,Not Available,Riverside,1.5,Unit 1,SUN,12/31/2013 0:00,0.0,-116.5301272,33.92298892,10.99,0.69,0.0,20,0.22318800000000005
2960,W0261,San Gorgonio Farms Wind Farm,0,San Gorgornio Farms Inc,Riverside,30.9,WPRS 1,WND,3/1/1983 0:00,0.0,-116.6147129,33.92741386,9.28,2.11,0.81,20,2.301513095
2961,W0277,Phoenix Wind (Section 20 Trust),0,Seawest Energy Group,Riverside,2.1,WPRS 1,WND,1/10/1985 0:00,0.0,-116.5705547,33.93938029,10.33,1.31,0.15,20,0.550782295
2962,W0278,East Winds Project (NAWP Inc),0,Seawest Energy Group,Riverside,3.0,WPRS 1,WND,1/1/1983 0:00,0.0,-116.5480662,33.89171948,11.32,0.34,0.0,20,0.009629480000000001
2963,W0283,San Gorgonio Westwinds II,0,Terra-Gen Operating Company,Riverside,43.4,WPRS 1,WND,1/1/1983 0:00,0.0,-116.5832574,33.93536772,10.26,1.31,0.15,20,0.550782295
2964,W0286,Karen Avenue Wind Farm,0,San Gorgornio Farms Inc,Riverside,11.7,WPRS 1,WND,1/1/1983 0:00,0.0,-116.5607618,33.92194584,10.96,0.26,0.35,20,0.004306120000000001
2968,W0360,Mountain View III,0,See WPRS for details,Riverside,22.44,WPRS 1,WND,12/15/2003 0:00,0.0,-116.5914449,33.91856279,10.33,1.42,0.0,20,0.70150556
2969,W0361,"Whitewater Hill Partners, LLC",0,Terra-Gen Operating Company,Riverside,61.5,WPRS 1,WND,8/31/2002 0:00,0.0,-116.6231037,33.92220977,9.15,2.11,0.81,20,2.301513095
2970,W0364,Dillon Wind,0,FPL Energy Operating Services Inc,Riverside,45.0,WPRS 1,WND,4/18/2008 0:00,0.0,-116.5873622,33.93854522,10.08,1.31,0.0,20,0.550782295
2974,W0391,"Edom Hills Project 1, LLC",0,BP Wind Energy North America,Riverside,20.0,WPRS 1,WND,1/1/1983 0:00,0.0,-116.4596314,33.88520511,11.04,9.39,0.0,20,20.0
2975,W0413,"WAGNER WIND, LLC",0,See WPRS for details,Riverside,6.0,WPRS 1,WND,7/30/2013 0:00,0.0,-116.5558238,33.90970117,11.11,0.26,0.0,20,0.004306120000000001
2976,W0430,Mountain View IV,0,See WPRS for details,Riverside,49.0,WPRS 1,WND,12/31/1989 0:00,0.0,-116.5625575,33.8823784,11.16,0.34,0.0,20,0.009629480000000001
2977,W0437,Wintec Energy #2-A,0,See WPRS for details,Riverside,1.32,WPRS 1,WND,2/23/2012 0:00,0.0,-116.5606317,33.91335439,11.11,0.26,0.0,20,0.004306120000000001
2979,W0440,Garnet Wind Energy Center,0,See WPRS for details,Riverside,6.5,WPRS 1,WND,6/2/2009 0:00,0.0,-116.5823767,33.90752136,10.82,1.42,0.0,20,0.70150556
2980,W0447,San Gorgonio Wind,0,See WPRS for details,Riverside,49.5,WPRS 1,WND,12/31/1989 0:00,0.0,-116.55065,33.9167142,11.03,0.26,0.35,20,0.004306120000000001
2984,W0478,"Painted Hills Wind Holdings, LLC",0,"Terra-Gen, LLC",Riverside,46.8,WPRS 1,WND,3/17/2021 0:00,0.0,-116.5436661,33.90788207,11.18,0.26,0.0,20,0.004306120000000001
2985,W0479,"Coachella Wind Holdings, LLC",0,"Terra-Gen, LLC",Riverside,61.2,WPRS 1,WND,3/31/2021 0:00,0.0,-116.5436661,33.90788207,11.18,0.26,0.0,20,0.004306120000000001
2986,S0367,Palm Springs SD - Rancho Mirage HS,0,EDP Renewables North America LLC,Riverside,1.0,1,SUN,8/28/2013 0:00,0.0,-116.4336691,33.82361039,12.17,2.68,0.0,20,0.149736
2987,S0256,Desert Sunlight 250,0,Desert Sunlight 250 LLC,Riverside,115.92,DSL250,SUN,12/25/2013 0:00,0.0,-115.4035448,33.81144535,11.12,2.72,0.0,3,20.927779488
2988,S0257,Desert Sunlight 300,0,Desert Sunlight 300 LLC,Riverside,192.77,DSL300,SUN,10/15/2013 0:00,0.0,-115.4048899,33.82432489,11.07,2.52,0.0,3,34.792652483000005
2992,H0193,Franklin,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,2.0,Unit 1,WAT,6/3/1921 0:00,0.0,-118.4137914,34.1039956,7.99,4.12,0.0,0,0.0
2993,H0466,San Gorgonio 2,0,Southern California Edison (SCE),Riverside,0.94,1,WAT,12/1/1923 0:00,0.0,-118.4252964,34.00887844,9.77,4.12,0.0,0,0.0
2994,H0467,Sawtelle,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1.0,1,WAT,6/1/1986 0:00,0.0,-118.4672867,34.07183973,8.44,4.12,0.0,0,0.0
2995,H0472,Sepulveda Canyon,0,Metropolitan Water District,Los Angeles,8.54,1,WAT,3/1/1982 0:00,0.0,-118.4798172,34.09697329,7.4,4.12,0.0,0,0.0
2998,H0541,Venice,0,Metropolitan Water District,Los Angeles,10.12,1,WAT,5/1/1982 0:00,0.0,-118.416808,34.01130744,9.81,4.12,0.0,0,0.0
2999,S9154,West Los Angeles VA Health Care System,0,Not Available,Los Angeles,9.0,1,SUN,1/1/2012 0:00,0.0,-118.4504777,34.05152521,8.97,4.12,0.0,0,1.65573
3000,S9157,CBS Television City,0,Not Available,Los Angeles,1.84,1,SUN,1/1/2013 0:00,0.0,-118.3596778,34.07479491,9.25,4.12,0.0,0,0.33902000000000004
3004,S0183,LA County MTA/Metro,0,LA County MTA/Metro,Los Angeles,1.05,SIP742152,SUN,4/1/2009 0:00,0.0,-118.2292067,34.05851472,9.3,3.09,0.0,0,0.19351500000000002
3005,S0184,Dependable Highway Express,0,Dependable Highway Express Inc,Los Angeles,1.05,SIP1027942,SUN,3/2/2012 0:00,0.0,-118.2240333,34.02761894,9.51,4.12,0.0,0,0.1937355
3006,S0369,ELACC - Parking Lot,0,Not Available,Los Angeles,1.0,1,SUN,3/27/2008 0:00,0.0,-118.1480905,34.04025591,9.34,4.23,0.0,1,0.1824966
3007,S9114,MTA,0,Not Available,Los Angeles,1.2,1,SUN,1/1/2012 0:00,0.0,-118.2294018,34.05720947,9.3,3.09,0.0,0,0.22116
3008,S9116,Dependable Highway Express Inc,0,Not Available,,1.2,1,SUN,1/1/2012 0:00,0.0,-118.2239588,34.02689715,9.53,4.12,0.0,0,0.221436
3009,S9156,Occidental College Solar Project,0,Not Available,Los Angeles,1.14,1,SUN,1/1/2013 0:00,0.0,-118.2068003,34.12819775,8.34,3.09,0.0,0,0.20900759999999996
3020,H0412,Rio Hondo,0,Metropolitan Water District,Los Angeles,1.91,1,WAT,12/1/1993 0:00,0.0,-118.099259,34.00471669,9.68,4.14,0.0,2,0.0
3021,S0442,Pico Rivera,0,Not Available,Los Angeles,0.9,Unit 1,SUN,11/20/2015 0:00,0.0,-118.1032733,33.98225773,9.82,4.63,0.0,0,0.166338
3028,H0437,San Dimas Hydro Recovery Plant,0,Metropolitan Water District,Los Angeles,9.92,1,WAT,3/1/1981 0:00,0.0,-117.7957469,34.12752855,6.68,3.6,0.0,0,0.0
3029,H0443,San Dimas Wash,0,San Gabriel Valley Municipal Water District,Los Angeles,1.05,UNIT 1,WAT,3/1/1986 0:00,0.0,-117.8050529,34.12416126,6.84,3.6,0.0,0,0.0
3034,S0221,Industry MetroLink PV 1,0,Intertie,Los Angeles,1.5,1,SUN,5/1/2012 0:00,0.0,-117.8448149,34.00957492,7.88,3.6,0.0,0,0.27432000000000006
3035,S0527,Weymouth Solar Plant,0,Metropolitan Water District,Los Angeles,2.99,Unit 1,SUN,6/1/2016 0:00,0.0,-117.7835818,34.10776508,6.89,3.6,0.0,0,0.5438511
3036,S9258,United States Department of Agriculture  Forest Service,0,Not Available,Los Angeles,0.25,Unit 1,SUN,12/31/2014 0:00,0.0,-117.8003873,34.10580052,7.02,3.6,0.0,0,0.045505000000000004
3039,S0709,Walnut High,0,Tesla Inc.,Los Angeles,1.23,91714744-CA,SUN,9/30/2019 0:00,0.0,-117.8511484,34.02270495,7.84,3.6,0.0,0,0.2248932
3041,S0118,SPVP002 Chino Rooftop Solar,0,Southern California Edison (SCE),San Bernardino,1.22,1,SUN,10/1/2009 0:00,0.0,-117.7008571,33.9850236,7.98,6.71,0.0,0,0.2232356
3042,S0199,SPVP032 Ontario - Kennedy 2,0,Southern California Edison (SCE),San Bernardino,1.74,1,SUN,12/22/2011 0:00,0.0,-117.5719071,34.03245462,7.85,3.6,0.0,20,0.2545272
3043,S0210,SS San Antonio West  LLC,0,Not Available,Riverside,1.87,Unit 1,SUN,6/14/2012 0:00,0.0,-117.6590519,33.96678,8.26,6.71,0.0,0,0.34269620000000006
3044,S0433,Terra Francesco,0,Kona Solar LLC,San Bernardino,1.49,TF,SUN,3/1/2015 0:00,0.0,-117.6055603,34.03941056,7.76,3.6,0.0,20,0.21784991999999997
3047,S9412,Jurupa Valley Solar PV,0,Sacramento PV Energy LLC,San Bernardino,1.5,1,SUN,1/3/2014 0:00,0.0,-117.5917674,34.05048439,7.69,3.6,0.0,20,0.21922800000000003
3051,H0174,Etiwanda,0,Metropolitan Water District,San Bernardino,23.9,1,WAT,7/1/1994 0:00,0.0,-117.5256415,34.10341596,7.25,3.6,0.0,20,0.0
3053,S0128,SPVP003 Rialto,0,Southern California Edison (SCE),San Bernardino,1.22,1,SUN,3/1/2011 0:00,0.0,-117.4000275,34.09417251,7.46,2.57,0.0,0,0.2226012
3054,S0136,SPVP006 Ontario,0,Southern California Edison (SCE),San Bernardino,2.55,1,SUN,8/1/2011 0:00,0.0,-117.5713144,34.0416746,7.78,3.6,0.0,20,0.37287120000000007
3055,S0186,SPVP008 Ontario,0,Southern California Edison (SCE),San Bernardino,2.85,1,SUN,12/30/2010 0:00,0.0,-117.5656733,34.04206147,7.78,3.6,0.0,20,0.4167384000000001
3056,S0187,SPVP009 Ontario,0,Southern California Edison (SCE),San Bernardino,1.41,1,SUN,1/10/2011 0:00,0.0,-117.5705793,34.04298026,7.78,3.6,0.0,20,0.20617584
3057,S0188,SPVP010 Fontana (Etiwanda),0,Southern California Edison (SCE),San Bernardino,2.25,1,SUN,5/18/2011 0:00,0.0,-117.5171096,34.07485946,7.56,3.6,0.0,20,0.328608
3058,S0191,SPVP015 Fontana (Etiwanda) includes SPVP001,0,Southern California Edison (SCE),San Bernardino,4.69,1,SUN,12/29/2010 0:00,0.0,-117.5167131,34.08022846,7.49,3.6,0.0,20,0.6847024800000001
3059,S0193,SPVP017 Fontana (Etiwanda),0,Southern California Edison (SCE),San Bernardino,4.5,1,SUN,12/14/2011 0:00,0.0,-117.5129139,34.07344792,7.56,3.6,0.0,20,0.657216
3060,S0194,SPVP018 Fontana (Etiwanda),0,Southern California Edison (SCE),San Bernardino,1.94,1,SUN,5/23/2011 0:00,0.0,-117.5166307,34.08399658,7.49,3.6,0.0,20,0.28322448000000006
3061,S0196,SPVP023 Fontana (Etiwanda),0,Southern California Edison (SCE),San Bernardino,3.86,1,SUN,5/12/2011 0:00,0.0,-117.5202785,34.0801525,7.49,3.6,0.0,20,0.56352912
3062,S0197,SPVP026 Rialto,0,Southern California Edison (SCE),San Bernardino,8.6,1,SUN,8/26/2011 0:00,0.0,-117.4253426,34.13237676,6.93,2.57,0.0,20,1.2516784
3063,S0200,SPVP033 Ontario - Kennedy 3,0,Southern California Edison (SCE),San Bernardino,1.28,1,SUN,12/12/2011 0:00,0.0,-117.5686782,34.03263357,7.85,3.6,0.0,20,0.18723840000000003
3064,S0227,SPVP027 Rialto,0,Southern California Edison (SCE),San Bernardino,2.62,1,SUN,11/27/2012 0:00,0.0,-117.4254829,34.12719917,7.0,2.57,0.0,20,0.38147200000000003
3065,S0444,Tequesquite Landfill Solar PV Project,0,CD Arevon USA Inc.,Riverside,7.5,Unit 1,SUN,9/9/2015 0:00,0.0,-117.4102098,33.973504,8.26,2.57,0.0,0,1.37445
3066,S0446,Rancho Cucamonga Distribution #1,0,Altus Power,San Bernardino,1.75,Unit 1,SUN,10/21/2014 0:00,0.0,-117.5536524,34.10010612,7.24,3.6,0.0,20,0.25513600000000003
3067,S0447,SunE - Rochester,0,Not Available,San Bernardino,1.0,Unit 1,SUN,10/16/2015 0:00,0.0,-117.5444922,34.09791961,7.31,3.6,0.0,20,0.145848
3068,S0448,SunE - Mira Loma,0,Not Available,Riverside,0.5,Unit 1,SUN,10/16/2015 0:00,0.0,-117.5173919,34.02855716,7.99,3.6,0.0,20,0.07319600000000001
3069,S0449,SunE - Dupont Ontario,0,Not Available,San Bernardino,0.65,Unit 1,SUN,10/16/2015 0:00,0.0,-117.5532349,34.0451414,7.77,3.6,0.0,20,0.09504040000000002
3070,S0453,SunE - E Philadelphia Ontario,0,Not Available,San Bernardino,1.3,Unit 1,SUN,10/16/2015 0:00,0.0,-117.5340928,34.03598615,7.87,3.6,0.0,20,0.19018480000000001
3071,S0454,SunE - Jurupa Fontana,0,Not Available,San Bernardino,1.19,Unit 1,SUN,10/16/2015 0:00,0.0,-117.5190976,34.03895204,7.88,3.6,0.0,20,0.17410176
3072,S0572,Dulles,0,Golden Solar LLC (Dulles),Riverside,2.0,Unit 1,SUN,11/17/2016 0:00,0.0,-117.5174006,34.0297991,7.99,3.6,0.0,20,0.29278400000000004
3075,S9167,SPVP012 Ontario,0,Southern California Edison (SCE),San Bernardino,0.5,1,SUN,1/1/2011 0:00,0.0,-117.5618612,34.04205018,7.79,3.6,0.0,20,0.073116
3080,S9414,Champagne Solar PV,0,Sacramento PV Energy LLC,San Bernardino,1.23,1,SUN,1/3/2014 0:00,0.0,-117.5308103,34.04465571,7.83,3.6,0.0,20,0.17990472000000002
3081,W0397,IEUA,0,Foundation Windpower,San Bernardino,1.0,WPRS 1,WND,6/1/2011 0:00,0.0,-117.5264425,34.08493964,7.46,3.6,0.0,20,1.0
3084,H0372,Ontario 1,0,Southern California Edison (SCE),San Bernardino,0.6,1,WAT,12/1/1902 0:00,0.0,-117.2567743,34.08436306,7.64,0.45,0.0,68,0.0
3085,H0373,Ontario 2,0,Southern California Edison (SCE),San Bernardino,0.32,1,WAT,6/1/1963 0:00,0.0,-117.2518212,34.08554416,7.56,0.45,0.0,68,0.0
3087,S0158,SPVP005 Redlands,0,Southern California Edison (SCE),San Bernardino,3.4,1,SUN,8/1/2011 0:00,0.0,-117.231104,34.08631759,7.33,0.45,0.0,73,0.16737894
3088,S0185,SPVP007 Redlands,0,Southern California Edison (SCE),San Bernardino,3.2,1,SUN,12/29/2010 0:00,0.0,-117.2280825,34.08636444,7.33,0.45,0.0,73,0.15753312000000003
3089,S0189,SPVP011 Redlands RDC 4,0,Southern California Edison (SCE),San Bernardino,5.02,1,SUN,10/10/2011 0:00,0.0,-117.2410074,34.0760278,7.47,0.45,0.0,68,0.293119808
3090,S0190,SPVP013 Redlands,0,Southern California Edison (SCE),San Bernardino,4.93,1,SUN,9/15/2011 0:00,0.0,-117.234812,34.08353399,7.32,0.45,0.0,73,0.242686152
3091,S0192,SPVP016 Redlands,0,Southern California Edison (SCE),San Bernardino,1.75,1,SUN,5/18/2011 0:00,0.0,-117.234214,34.08570749,7.33,0.45,0.0,73,0.086150925
3092,S0195,SPVP022 Redlands,0,Southern California Edison (SCE),San Bernardino,3.09,1,SUN,11/15/2010 0:00,0.0,-117.2134369,34.08000344,7.12,0.45,0.0,73,0.151942716
3093,S0198,SPVP028 San Bernardino (Vista 28),0,Southern California Edison (SCE),San Bernardino,4.86,1,SUN,12/20/2011 0:00,0.0,-117.2743288,34.09483515,7.73,0.45,0.0,61,0.34634644200000003
3094,S0322,SPVP048 Redlands,0,Southern California Edison (SCE),San Bernardino,5.0,1,SUN,8/12/2014 0:00,0.0,-117.2280791,34.08265541,7.32,0.45,0.0,73,0.24613200000000002
3095,S0361,Patton State Hospital II ,0,Not Available,San Bernardino,0.99,1,SUN,7/3/2012 0:00,0.0,-117.2145889,34.14243415,6.44,0.45,0.0,67,0.05927644799999999
3096,S0370,Kohl's - San Bernardino - Mill,0,EDP Renewables North America LLC,San Bernardino,1.0,1,SUN,11/28/2007 0:00,0.0,-117.2667703,34.09487818,7.73,0.45,0.0,61,0.0712647
3097,S0377,Kohl's - San Bernardino - Central,0,Silicon Ranch Corporation,San Bernardino,1.0,1,SUN,8/24/2012 0:00,0.0,-117.2670199,34.085361,7.73,0.45,0.0,61,0.0712647
3098,S0451,SunE - San Bernardino,0,Not Available,San Bernardino,1.9,Unit 1,SUN,10/16/2015 0:00,0.0,-117.2476838,34.10037579,7.42,0.45,0.0,68,0.11091135999999999
3099,S0452,SunE - Redlands,0,Not Available,San Bernardino,1.83,Unit 1,SUN,10/16/2015 0:00,0.0,-117.2294819,34.07620147,7.32,0.45,0.0,73,0.09008431200000001
3100,S9153,Loma Linda VA Health Care System,0,Not Available,San Bernardino,2.83,"1, 2",SUN,1/1/2012 0:00,0.0,-117.2501881,34.05014601,7.51,1.79,0.0,40,0.30990197999999997
3107,H0331,Mill Creek 1,0,Southern California Edison (SCE),San Bernardino,0.8,1,WAT,1/17/1935 0:00,0.0,-117.0773069,34.07398098,4.73,2.24,0.0,89,0.0
3108,H0332,Mill Creek 2,0,Southern California Edison (SCE),San Bernardino,0.25,1,WAT,8/1/1904 0:00,0.0,-117.0684319,34.07725743,4.33,2.24,0.0,91,0.0
3109,H0333,Mill Creek 3,0,Southern California Edison (SCE),San Bernardino,3.0,"3, 4, 5",WAT,3/1/1903 0:00,0.0,-117.0394332,34.08798475,2.81,2.24,0.0,91,0.0
3110,H0462,Santa Ana 3,0,Southern California Edison (SCE),San Bernardino,3.1,1,WAT,4/1/1947 0:00,0.0,-117.0990674,34.10759176,4.99,1.79,0.0,87,0.0
3113,S0169,Coronus Yucca Valley East 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 0:00,0.0,-116.3702465,34.12355597,5.11,7.15,0.0,76,0.06483960000000001
3114,S0170,Coronus Yucca Valley East 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 0:00,0.0,-116.3704338,34.12354922,5.11,7.15,0.0,76,0.06483960000000001
3115,S0171,Coronus Yucca Valley East 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2014 0:00,0.0,-116.3702216,34.12297167,5.11,7.15,0.0,76,0.06483960000000001
3116,S0172,Coronus Joshua Tree East 1,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 0:00,0.0,-116.2244967,34.13413924,6.47,13.89,0.0,73,0.07349535000000001
3117,S0173,Coronus Joshua Tree East 2,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 0:00,0.0,-116.2243586,34.13413631,6.47,13.89,0.0,73,0.07349535000000001
3118,S0174,Coronus Joshua Tree East 3,0,Coronus,San Bernardino,1.5,Unit 1,SUN,7/15/2013 0:00,0.0,-116.2242204,34.13414043,6.47,13.89,0.0,73,0.07349535000000001
3121,S0368,Procter & Gamble - Oxnard,0,EDP Renewables North America LLC,Ventura,1.0,1,SUN,9/25/2009 0:00,0.0,-119.1344039,34.20970554,8.91,8.23,0.0,0,0.18391000000000002
3122,S0450,SunE - Oxnard,0,Not Available,Ventura,2.7,Unit 1,SUN,10/16/2015 0:00,0.0,-119.1641205,34.19255721,8.92,8.23,0.0,0,0.496584
3128,H0076,Springville Reservoir,0,Calleguas Municipal Water District,Ventura,1.0,1,WAT,1/1/1994 0:00,0.0,-119.0691133,34.21301465,8.88,8.23,0.0,0,0.0
3132,H0078,East Portal Generator,0,Calleguas Municipal Water District,Los Angeles,1.25,4022,WAT,1/1/1984 0:00,0.0,-118.6240355,34.26203295,5.14,1.79,0.0,0,0.0
3133,S0181,Pierce College LACCD,0,Los Angeles Community College District,Los Angeles,2.1,3_SIPs,SUN,10/19/2010 0:00,0.0,-118.5746834,34.18376131,6.54,3.09,0.0,0,0.381234
3134,S0219,LAPC Carport Shade Structures (Los Angeles Pierce College),0,Los Angeles Community College District,Los Angeles,2.09,"1, 2",SUN,8/19/2010 0:00,0.0,-118.5823393,34.18555186,6.46,1.79,0.0,0,0.37925139999999996
3135,S9158,Los Angeles Community College District,0,Not Available,Los Angeles,2.28,1,SUN,1/1/2013 0:00,0.0,-118.5800707,34.18327753,6.35,1.79,0.0,0,0.41347799999999996
3137,H0189,Foothill,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,9.9,Unit 1,WAT,10/6/1971 0:00,0.0,-118.4943684,34.31819157,5.89,3.09,0.0,0,0.0
3139,H0438,San Fernando,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,6.4,"Unit 1, Unit 2",WAT,10/22/1922 0:00,0.0,-118.3855333,34.26057004,7.31,3.09,0.0,0,0.0
3140,H0616,North Hollywood Pumping Plant,0,Los Angeles Department of Water & Power (LADWP),Los Angeles,1.0,Unit 1,WAT,1/1/1993 0:00,0.0,-118.3908351,34.19448685,7.79,3.09,0.0,0,0.0
3141,S9155,Sepulveda Ambulatory Care Center,0,Not Available,Los Angeles,4.0,1,SUN,1/1/2012 0:00,0.0,-118.4776544,34.24389024,6.67,3.09,0.0,0,0.72668
3153,H0014,Azusa,0,City of Pasadena,Los Angeles,3.0,1,WAT,2/1/1949 0:00,0.0,-117.9083665,34.15501145,7.26,3.3,0.0,8,0.0
